RI_URL,CRN,PrimaryNameOfOrganization,City,Province,RankingAssets
https://www.concordia.ca/alumni-friends/about-us/concordia-university-foundation.html,890800188RR0001,CONCORDIA UNIVERSITY FOUNDATION FONDATION DE L'UNIVERSITE CONCORDIA,MONTREAL,QC,37
